"NTSB_RPRT_NBR","ACFT_REGIST_NBR","ACFT_SERIAL_NBR","EV_TYPE_DESC","EVENT_LCL_DATE","LOC_STATE_CODE_STD","ARPT_NAME_STD","FLTCNDCT_DESC","OPRTR_SCHED_DESC","OPRTR_NSDC_NAME_STD","ACFT_NSDC_MAKE_STD","ACFT_NSDC_MODEL_STD","ACFT_NSDC_SERIES_STD","REPORT_STATUS","INJURY_DESC","FLIGHT_PHASE_DESC"
"MIA01LA197","N7202E","182-52202","ACCIDENT","28-JUL-01","AL","HEADLAND MUNI","PART 91: GENERAL AVIATION","","","CESSNA","182","B","FINAL","NONE","LANDING"
"MIA01LA198","N944AC","15284307","ACCIDENT","29-JUL-01","FL","NAPLES MUNI","PART 91: GENERAL AVIATION","","","CESSNA","152","NO SERIES EXISTS","FINAL","NONE","LANDING"
"MIA01LA199","N8358G","18801299T","ACCIDENT","28-JUL-01","GA","","PART 137: AGRICULTURAL","","FLYNTS CROP DUSTING","CESSNA","A188","B","FINAL","FATAL","STANDING - ENGINE(S) OPERATING"
"MIA01LA200","N78234","18266400","ACCIDENT","28-JUL-01","FL","FLYING DUTCHMAN","PART 91: GENERAL AVIATION","","","CESSNA","182","Q","FINAL","NONE","TAKEOFF - ROLL/RUN"
"MIA01LA201A","N89803","15282874","ACCIDENT","29-JUL-01","FL","HERLONG RECREATIONAL","PART 91: GENERAL AVIATION","","","CESSNA","152","NO SERIES EXISTS","FINAL","NONE","STANDING - ENGINE(S) OPERATING"
"MIA01LA201B","N8660Q","CD-813","ACCIDENT","29-JUL-01","FL","HERLONG RECREATIONAL","PART 91: GENERAL AVIATION","","","BEECH","33","35B33","FINAL","NONE","STANDING - ENGINE(S) NOT OPERATING"
"MIA01LA202","N41EH","","ACCIDENT","31-JUL-01","GA","","PART 91: GENERAL AVIATION","","","LANCAIR","360","NO SERIES EXISTS","FINAL","FATAL","MANEUVERING"
"MIA01LA204","N6816Q","320B","ACCIDENT","31-JUL-01","GA","","PART 137: AGRICULTURAL","","OWEN FLYING SERVICE INC","GRUMMAN","G164","B","FINAL","MINOR","TAKEOFF"
"MIA01LA205","N9072T","402A-1114","ACCIDENT","31-JUL-01","NC","","PART 137: AGRICULTURAL","","AIR-AG INC","AIR TRACTOR","AT402","A","FINAL","SERIOUS","MANEUVERING"
"MIA01LA207","N3467E","17271558","ACCIDENT","02-AUG-01","GA","COVINGTON MUNI","PART 91: GENERAL AVIATION","","","CESSNA","172","N","FINAL","MINOR","APPROACH - VFR PATTERN - FINAL APPROACH"
"MIA01LA208","N112MD","201","ACCIDENT","04-AUG-01","FL","","PART 91: GENERAL AVIATION","","","","","","FINAL","NONE","TAXI"
"MIA01LA209","N96064","15286003","ACCIDENT","04-AUG-01","NC","","PART 91: GENERAL AVIATION","","","CESSNA","152","NO SERIES EXISTS","FINAL","MINOR","TAKEOFF - INITIAL CLIMB"
"MIA01LA210","N78933","1967","ACCIDENT","07-AUG-01","FL","","PART 91: GENERAL AVIATION","","","MOONEY","M20C","NO SERIES EXISTS","FINAL","MINOR","DESCENT"
"MIA01LA211","N899RW","BB1637","ACCIDENT","09-AUG-01","GA","KAOLIN FIELD","PART 91: GENERAL AVIATION","","","BEECH","200","UNDESIGNATED SERIES","FINAL","SERIOUS","APPROACH - FINAL APPROACH FIX (FAF)/OUTER MARKER T"
"MIA01LA212","N5569J","32-1053","ACCIDENT","09-AUG-01","FL","","PART 91: GENERAL AVIATION","","FLY KEY WEST","PIPER","PA32","260","FINAL","FATAL","MANEUVERING"
"MIA01LA213","N567SM","1401","ACCIDENT","09-AUG-01","NC","ROWAN COUNTY","PART 91: GENERAL AVIATION","","","AVID","MARK IV","UNDESIGNATED SERIES","FINAL","SERIOUS","TAKEOFF - INITIAL CLIMB"
"MIA01LA215","N4916N","18267453","ACCIDENT","12-AUG-01","GA","SAVANNAH/HILTON HEAD INTL","PART 91: GENERAL AVIATION","","","CESSNA","182","Q","FINAL","SERIOUS","DESCENT"
"MIA01LA217","N69120","15282495","ACCIDENT","16-AUG-01","FL","","PART 91: GENERAL AVIATION","","","CESSNA","152","NO SERIES EXISTS","FINAL","NONE","LANDING - ROLL"
"MIA01LA218","N2405E","18268201","ACCIDENT","17-AUG-01","GA","BARROW COUNTY","PART 91: GENERAL AVIATION","","EXCEL AIR","CESSNA","182","R","FINAL","SERIOUS","TAKEOFF - INITIAL CLIMB"
"MIA01LA219","N1453T","28-7225521","ACCIDENT","17-AUG-01","NC","WILGROVE AIR PARK","PART 91: GENERAL AVIATION","","","PIPER","PA28","140","FINAL","NONE","GO-AROUND (VFR)"
"MIA01LA220","N27848","4-1068","ACCIDENT","19-AUG-01","TN","HARTMAN","PART 91: GENERAL AVIATION","","","PIPER","J4","A","FINAL","FATAL","TAKEOFF - ABORTED"
"MIA01LA222","N232CD","0019","ACCIDENT","19-AUG-01","GA","","PART 91: GENERAL AVIATION","","BLANCHARD AVIATION","CIRRUS","SR22","UNDESIGNATED SERIES","FINAL","NONE","MANEUVERING"
"MIA01LA224","N605AW","543","ACCIDENT","20-AUG-01","CA","","PART 121: AIR CARRIER","SCHEDULED","AMERICA WEST AIRLINES INC","AIRBUS","A320","232","FINAL","SERIOUS","CLIMB - TO CRUISE"
"MIA01LA226","N3516Z","22-7413","ACCIDENT","03-SEP-01","FL","SPRUCE CREEK","PART 91: GENERAL AVIATION","","","PIPER","PA22","160","FINAL","NONE","EMERGENCY DESCENT/LANDING"
"MIA01LA227","N764SP","17258697","ACCIDENT","21-AUG-01","AL","NORTHEAST ALABAMA RGNL","PART 91: GENERAL AVIATION","","BESSEMER AVIATION","CESSNA","172","S","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"MIA01LA228","N859CP","172-80540","ACCIDENT","07-SEP-01","FL","EXECUTIVE","PART 91: GENERAL AVIATION","","","CESSNA","172","R","FINAL","NONE","TAXI"
"MIA01LA230","N704KK","15078670","ACCIDENT","05-SEP-01","FL","ORMOND BEACH MUNI","PART 91: GENERAL AVIATION","","ORMOND BEACH AVIATION","CESSNA","150","M","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"MIA01LA231","N923MC","7015637","ACCIDENT","27-SEP-01","TN","","PART 91: GENERAL AVIATION","","","BELL","OH58A","NO SERIES EXISTS","FINAL","NONE","LANDING"
"MIA01LA233","N45GS","34-76","ACCIDENT","29-SEP-01","GA","SEBASTIAN COVE","PART 91: GENERAL AVIATION","","","BEECH","45","A45","FINAL","NONE","TAKEOFF - ABORTED"
"MIA01LA234","N5447F","28-77151140","ACCIDENT","30-SEP-01","FL","MELBOURNE INTL","PART 91: GENERAL AVIATION","","","PIPER","PA28","151","FINAL","NONE","LANDING - ROLL"
"MIA01LA236","N554HA","7715134","ACCIDENT","14-JUN-01","FL","VENICE MUNI","PART 91: GENERAL AVIATION","","HUFFMAN FLYING SERVICE","PIPER","PA28","161","FINAL","NONE","TAXI - FROM LANDING"
"MIA01RA225","N8097W","","ACCIDENT","25-AUG-01","","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","BLACKHAWK INTL AIRWAYS","CESSNA","402","B","FACTUAL","FATAL","CLIMB"
"MIA01TA121","N91335","70-15345","ACCIDENT","12-APR-01","FL","","PUBLIC AIRCRAFT","","BEACH MOSQUITO CONTROL DISTRICT","BELL","OH58C","NO SERIES EXISTS","FINAL","MINOR",""
"MIA01TA194","N313JP","4292","ACCIDENT","25-JUL-01","FL","","PUBLIC AIRCRAFT","","","BELL","206","B","FINAL","MINOR","DESCENT - NORMAL"
"MIA01TA237","N65RF","127","ACCIDENT","16-NOV-00","FL","","PUBLIC AIRCRAFT","","","","","","FINAL","NONE","TAKEOFF"
"MIA01WA015A","","","ACCIDENT","22-OCT-00","","","NON-U.S., NON-COMMERCIAL","UNKNOWN","","PIPER","PA34","UNDESIGNATED SERIES","FACTUAL","FATAL","MANEUVERING"
"MIA01WA015B","","","ACCIDENT","22-OCT-00","","","NON-U.S., NON-COMMERCIAL","UNKNOWN","","PIPER","PA28","181","FACTUAL","FATAL","MANEUVERING"
"MIA01WA027","","","ACCIDENT","13-NOV-00","","","NON-U.S., NON-COMMERCIAL","","","BEECH","90","E90","FACTUAL","FATAL","GO-AROUND (VFR)"
"MIA01WA033","N84FR","","ACCIDENT","24-NOV-00","","","PART 91: GENERAL AVIATION","","","CESSNA","172","P","FACTUAL","SERIOUS",""
"MIA01WA035","N2183N","","ACCIDENT","03-DEC-00","","","NON-U.S., NON-COMMERCIAL","UNKNOWN","","MOONEY","M20M","NO SERIES EXISTS","FACTUAL","FATAL",""
"MIA01WA042","N2231F","","ACCIDENT","22-NOV-00","","","PART 91: GENERAL AVIATION","","","CESSNA","310","L","FACTUAL","NONE","LANDING"
"MIA01WA045","","","ACCIDENT","14-DEC-00","","","NON-U.S., NON-COMMERCIAL","UNKNOWN","","BELL","47","NO SERIES EXISTS","FACTUAL","FATAL","CLIMB"
"MIA01WA046","N908AB","","ACCIDENT","20-DEC-00","","","NON-U.S., COMMERCIAL","","","CESSNA","402","B","FACTUAL","SERIOUS","TAKEOFF"
"MIA01WA053","","","ACCIDENT","28-DEC-00","","","UNKNOWN","NON-SCHEDULED","","CESSNA","206","UNDESIGNATED SERIES","FACTUAL","FATAL","CRUISE"
"MIA01WA063","N747AG","","ACCIDENT","25-JAN-01","","","PART 91: GENERAL AVIATION","","","PIPER","PA34","200T","FACTUAL","FATAL","APPROACH"
"MIA01WA066","","","ACCIDENT","17-JAN-01","","","NON-U.S., NON-COMMERCIAL","","AIRBOR INC","BEECH","55","95 55","FACTUAL","FATAL","APPROACH"
"MIA01WA067","","","ACCIDENT","28-JAN-01","","","PART 91: GENERAL AVIATION","","","AERO COMMANDER","500","UNDESIGNATED SERIES","FACTUAL","FATAL","CRUISE"
"MIA01WA069","","","ACCIDENT","31-JAN-01","","","NON-U.S., COMMERCIAL","NON-SCHEDULED","","","","","FACTUAL","FATAL","APPROACH"
"MIA01WA087","","","ACCIDENT","24-FEB-01","","","PART 91: GENERAL AVIATION","","","CESSNA","206","UNDESIGNATED SERIES","FACTUAL","FATAL","CLIMB"
"MIA01WA098","N909M","","ACCIDENT","08-MAR-01","","","PART 91: GENERAL AVIATION","","","CESSNA","525","UNDESIGNATED SERIES","FACTUAL","NONE","LANDING - ROLL"
"MIA01WA100","","","ACCIDENT","16-MAR-01","","","PART 129: FOREIGN","NON-SCHEDULED","","BOEING","767","300","FACTUAL","NONE","CRUISE"
"MIA01WA111","","","ACCIDENT","05-APR-01","","","PART 129: FOREIGN","NON-SCHEDULED","SATA","BEECH","200","UNDESIGNATED SERIES","FACTUAL","MINOR","CRUISE"
"MIA01WA132","","","ACCIDENT","18-APR-01","","","PART 91: GENERAL AVIATION","","","BEECH","55","UNDESIGNATED SERIES","FACTUAL","FATAL","CRUISE"
"MIA01WA133","","","ACCIDENT","28-APR-01","","","PART 129: FOREIGN","NON-SCHEDULED","","CESSNA","208","B","FACTUAL","FATAL","CRUISE"
"MIA01WA138","","","ACCIDENT","24-MAR-01","","","UNKNOWN","SCHEDULED","","DE HAVILLAND","DHC6","300","FACTUAL","FATAL","APPROACH - VFR PATTERN - FINAL APPROACH"
"MIA01WA141","","","ACCIDENT","12-MAY-01","","","PART 91: GENERAL AVIATION","","","PIPER","PA24","250","FACTUAL","FATAL","CRUISE"
"MIA01WA142","","","ACCIDENT","29-APR-01","","","PART 91: GENERAL AVIATION","","","CESSNA","208","UNDESIGNATED SERIES","FACTUAL","FATAL","CRUISE"
"MIA01WA154","","","ACCIDENT","27-APR-01","","","PART 91: GENERAL AVIATION","","","PIPER","PA23","250","FACTUAL","NONE","APPROACH - VFR PATTERN - FINAL APPROACH"
"MIA01WA157","N4926N","","ACCIDENT","06-JUN-01","","","PART 91: GENERAL AVIATION","","","CESSNA","182","Q","FACTUAL","NONE","LANDING - ROLL"
"MIA01WA177","","","ACCIDENT","25-JUN-01","","","PART 129: FOREIGN","SCHEDULED","","CESSNA","206","UNDESIGNATED SERIES","FACTUAL","FATAL","UNKNOWN"
"MIA01WA179","N3269Q","","ACCIDENT","21-MAY-01","","","PART 91: GENERAL AVIATION","","","CESSNA","402","UNDESIGNATED SERIES","FACTUAL","NONE","LANDING - ROLL"
"MIA01WA183","N44AJ","","ACCIDENT","10-JUL-01","","","PART 91: GENERAL AVIATION","","","MOONEY","M20M","NO SERIES EXISTS","FACTUAL","FATAL","CRUISE"
"MIA01WA184","","","ACCIDENT","01-JUL-01","","","PART 91: GENERAL AVIATION","","","CESSNA","172","UNDESIGNATED SERIES","FACTUAL","FATAL","CRUISE"
"MIA01WA188","","","ACCIDENT","16-JUL-01","","","PART 129: FOREIGN","NON-SCHEDULED","","","","","FACTUAL","FATAL","LANDING - ROLL"
"MIA01WA196","","","ACCIDENT","26-JUL-01","","","PART 91: GENERAL AVIATION","","","BEECH","36","UNDESIGNATED SERIES","FACTUAL","MINOR","CRUISE"
"MIA01WA203","N734SP","","ACCIDENT","31-JUL-01","","","PART 91: GENERAL AVIATION","","","CESSNA","172","N","FACTUAL","MINOR","LANDING - ROLL"
"MIA01WA214","","","ACCIDENT","08-AUG-01","","","NON-U.S., NON-COMMERCIAL","","","CESSNA","210","UNDESIGNATED SERIES","FACTUAL","FATAL","TAKEOFF"
"MIA01WA221","","","ACCIDENT","25-AUG-01","","","UNKNOWN","NON-SCHEDULED","","CESSNA","U206","G","FACTUAL","NONE","APPROACH"
"MIA01WA232","","","ACCIDENT","29-SEP-01","","","PART 129: FOREIGN","NON-SCHEDULED","","SWEARINGEN","SA227","TT","FACTUAL","NONE","LANDING - FLARE/TOUCHDOWN"
"MIA01WA235","","","ACCIDENT","30-AUG-01","","","PART 129: FOREIGN","NON-SCHEDULED","","CESSNA","421","UNDESIGNATED SERIES","FACTUAL","SERIOUS","TAKEOFF - INITIAL CLIMB"
"MIA02CA174","N21689","18800960","ACCIDENT","25-SEP-02","NC","","PART 137: AGRICULTURAL","","WAYNE AERIAL CROP SPRAYING","CESSNA","188","B","FINAL","MINOR","MANEUVERING"
"MIA02CA177","N6QR","1384","ACCIDENT","21-SEP-02","NC","MANKATO RGNL","PART 91: GENERAL AVIATION","","","AVIAT","A1","UNDESIGNATED SERIES","FINAL","NONE",""
"MIA02FA001","N82049","7AC-675","ACCIDENT","07-OCT-01","AL","","PART 91: GENERAL AVIATION","","","","","","FINAL","FATAL","MANEUVERING"
"MIA02FA026","N280XF","2080","ACCIDENT","22-NOV-01","AL","REEVES","PART 91: GENERAL AVIATION","","","ENSTROM","280","FX","FINAL","FATAL","APPROACH - VFR PATTERN - BASE LEG/BASE TO FINAL"
"MIA02FA032","N89645","15282813","ACCIDENT","16-NOV-01","MS","","PART 91: GENERAL AVIATION","","","CESSNA","152","NO SERIES EXISTS","FINAL","FATAL","DESCENT - UNCONTROLLED"
"MIA02FA037","N499BA","208B0689","ACCIDENT","01-DEC-01","AL","BESSEMER","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","AIR CARRIERS INC","CESSNA","208","B","FINAL","FATAL","APPROACH - FINAL APPROACH FIX (FAF)/OUTER MARKER T"
"MIA02FA039","N50KF","TC-880","ACCIDENT","04-DEC-01","TN","JOHNSON CITY","PART 91: GENERAL AVIATION","","FIRST COAST FLIGHT SERVICE","BEECH","T42","A","FINAL","FATAL","MANEUVERING"
"MIA02FA041","N582HG","46","ACCIDENT","06-DEC-01","FL","FORT LAUDERDALE/HOLLYWOOD INTL","PART 91: GENERAL AVIATION","","TRANS AIR LINK CORP","CONVAIR","580","NO SERIES EXISTS","FINAL","MINOR","EMERGENCY DESCENT/LANDING"
"MIA02FA044","N41003","4622044","ACCIDENT","12-DEC-01","NC","RALEIGH-DURHAM INTL","PART 91: GENERAL AVIATION","","","PIPER","PA46","350P","FINAL","FATAL","MISSED APPROACH (IFR)"
"MIA02FA045","N7701J","32-1068","ACCIDENT","12-DEC-01","FL","JACKSONVILLE INTL","PART 91: GENERAL AVIATION","","","PIPER","PA32","260","FINAL","FATAL","MISSED APPROACH (IFR)"
"MIA02FA048","N3525Y","317952127","ACCIDENT","01-JAN-02","FL","FORT LAUDERDALE/HOLLYWOOD INTL","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","AIR TAXI INC","PIPER","PA31","350","FINAL","FATAL","APPROACH"
"MIA02FA049","N8263P","24-3516","ACCIDENT","13-JAN-02","FL","WILLISTON MUNI","PART 91: GENERAL AVIATION","","","PIPER","PA24","250","FINAL","FATAL","MANEUVERING"
"MIA02FA059","N5136S","R18201508","ACCIDENT","10-FEB-02","FL","GEORGE T LEWIS","PART 91: GENERAL AVIATION","","","CESSNA","TR182","NO SERIES EXISTS","FINAL","FATAL","CLIMB"
"MIA02FA066","N75908","17268032","ACCIDENT","06-MAR-02","FL","FLAGLER HOSPITAL","PART 91: GENERAL AVIATION","","AERIAL MESSAGES","CESSNA","172","N","FINAL","FATAL","APPROACH - VFR PATTERN - FINAL APPROACH"
"MIA02FA067","N4451X","32R7680018","ACCIDENT","14-MAR-02","NC","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","RAM AIR FREIGHT INC","PIPER","PA32R","300","FINAL","FATAL","CRUISE - NORMAL"
"MIA02FA075","N809DE","40480","ACCIDENT","31-MAR-02","NC","CHARLOTTE/DOUGLAS INTL","PART 121: AIR CARRIER","SCHEDULED","DELTA AIR LINES INC","MCDONNELL DOUGLAS","MD11","UNDESIGNATED SERIES","FINAL","SERIOUS","EMERGENCY LANDING"
"MIA02FA079","N91FK","27-4311","ACCIDENT","02-APR-02","FL","","PART 91: GENERAL AVIATION","","","PIPER","PA23","250","FINAL","FATAL","DESCENT"
"MIA02FA084","N45BS","558","ACCIDENT","15-APR-02","PR","","PART 91: GENERAL AVIATION","","CRUCIAN INTERNATIONAL AIRLINES","MITSUBISHI","MU2B","35","FINAL","FATAL","MANEUVERING"
"MIA02FA098","N866AF","85006","ACCIDENT","22-MAY-02","AZ","MOBILE","PART 91: GENERAL AVIATION","","AIRLINE TRAINING CTR ARIZONA","GROB","G120","A","FINAL","FATAL","MANEUVERING"
"MIA02FA100","N80PH","45401","ACCIDENT","24-MAY-02","FL","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","HELICOPTERS OF AMERICA INC","BELL","206","L1","FINAL","NONE","EMERGENCY DESCENT/LANDING"
"MIA02FA102","N858KS","CE-1727","ACCIDENT","29-MAY-02","SC","","PART 91: GENERAL AVIATION","","","BEECH","33","F33A","FINAL","FATAL","DESCENT"
"MIA02FA104","N942SP","172S8137","ACCIDENT","04-JUN-02","FL","","PART 91: GENERAL AVIATION","","","CESSNA","172","S","FINAL","FATAL","DESCENT"
"MIA02FA106","N268MA","6383","ACCIDENT","03-JUN-02","FL","","PART 91: GENERAL AVIATION","","","ROTORWAY","EXEC","F","FINAL","MINOR","DESCENT"
"MIA02FA111","N9143B","4608134","ACCIDENT","14-JUN-02","FL","","PART 91: GENERAL AVIATION","","","PIPER","PA46","310P","FINAL","FATAL","MANEUVERING"
"MIA02FA113","N9127L","4608102","ACCIDENT","19-JUN-02","FL","NAPLES MUNI","PART 91: GENERAL AVIATION","","","PIPER","PA46","310P","FINAL","FATAL","TAKEOFF - INITIAL CLIMB"
"MIA02FA131","N6024L","AA5--0124","ACCIDENT","12-JUL-02","FL","FORT LAUDERDALE EXECUTIVE","PART 91: GENERAL AVIATION","","","GRUMMAN","AA5","UNDESIGNATED SERIES","FINAL","FATAL","EMERGENCY DESCENT/LANDING"
"MIA02FA144","N3450R","28-5684","ACCIDENT","03-AUG-02","SC","CHERAW MUNI/LYNCH BELLINGER FIELD","PART 91: GENERAL AVIATION","","","PIPER","PA28","180","FINAL","FATAL","DESCENT"
"MIA02FA148","N24041","M-1930","ACCIDENT","11-AUG-02","TN","CENTERVILLE MUNI","PART 91: GENERAL AVIATION","","TULLAHOMA AVIATION","BEECH","23","C23","FINAL","FATAL","CLIMB"
"MIA02FA152","N5603G","15071103","ACCIDENT","15-AUG-02","GA","BRUNSWICK GOLDEN ISLES","PART 91: GENERAL AVIATION","","","CESSNA","150","J","FINAL","FATAL","CLIMB"
"MIA02FA161","N15460","760223","ACCIDENT","31-AUG-02","FL","MIAMI CHILDRENS HOSPITAL","PART 91: GENERAL AVIATION","","AIR METHODS CORP","SIKORSKY","S76","A","FINAL","SERIOUS","TAKEOFF - INITIAL CLIMB"
"MIA02FA162","N9807U","AA-5A-0207","ACCIDENT","01-SEP-02","TN","GREENEVILLE-GREENE COUNTY MUNI","PART 91: GENERAL AVIATION","","","GULFSTREAM","AA5","A","FINAL","FATAL","TAKEOFF - INITIAL CLIMB"
"MIA02FA170","N86GW","046","ACCIDENT","21-SEP-02","FL","LITTLE RIVER","PART 91: GENERAL AVIATION","","","","","","FINAL","FATAL","APPROACH - VFR PATTERN - BASE LEG/BASE TO FINAL"
"MIA02FA173","N106JG","32R-8229059","ACCIDENT","24-SEP-02","FL","","PART 91: GENERAL AVIATION","","","PIPER","PA32R","301T","FINAL","FATAL","CRUISE"
"MIA02FAMS1","N3101G","T65-009DC","ACCIDENT","01-OCT-01","","","PART 91: GENERAL AVIATION","","UNITED STATES DEPARTMENT OF STATE","AYRES","S2RHG600","T65","FINAL","FATAL","UNKNOWN"
"MIA02FAMS3","N59684","36-7760098","ACCIDENT","06-SEP-02","FL","FORT LAUDERDALE EXECUTIVE","PART 91: GENERAL AVIATION","","WRIGHT BROS AVIATION","PIPER","PA36","300","FINAL","FATAL","UNKNOWN"
"MIA02GA011","N911DB","72-21189","ACCIDENT","22-OCT-01","FL","BARTOW MUNI","PART 91: GENERAL AVIATION","","","BELL","OH58A","NO SERIES EXISTS","FINAL","FATAL","CRUISE"
"MIA02GA137","N928CP","172S8916","ACCIDENT","17-JUL-02","NC","","PUBLIC AIRCRAFT","","CIVIL AIR PATROL","CESSNA","172","S","FINAL","FATAL","MANEUVERING"
"MIA02IA047","9Y-THQ","49488","INCIDENT","01-JAN-02","FL","MIAMI INTL","PART 129: FOREIGN","SCHEDULED","CARIBBEAN AIRLINES LIMITED","DOUGLAS","DC9","83","FINAL","NONE","LANDING - ROLL"
"MIA02IA072","N49RB","31-7512031","INCIDENT","23-MAR-02","FL","FORT LAUDERDALE/HOLLYWOOD INTL","PART 91: GENERAL AVIATION","","TWIN TOWN LEASING COMPANY","PIPER","PA31","325","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"MIA02IA094","EI-BXI","25052","INCIDENT","08-MAY-02","FL","","PART 121: AIR CARRIER","SCHEDULED","RYAN AIR INC","BOEING","737","448","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"MIA02IA160","N528SF","7104","INCIDENT","26-AUG-02","FL","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","ROCKY MOUNTAIN HELICOPTERS","MBB","BK117","A4","FINAL","NONE","CRUISE - NORMAL"
"MIA02IA167","N939AN","30083","INCIDENT","13-SEP-02","FL","MIAMI INTL","PART 121: AIR CARRIER","SCHEDULED","AMERICAN AIRLINES INC","BOEING","737","823","FINAL","NONE","STANDING"
"MIA02LA002","N851CP","17280480","ACCIDENT","01-OCT-01","FL","LAKE BIRD","PART 91: GENERAL AVIATION","","EAGLE AVIATION ACADEMY","CESSNA","172","R","FINAL","NONE","LANDING - ROLL"
"MIA02LA003","N8402Y","30-1551","ACCIDENT","03-OCT-01","TN","OUTLAW FIELD","PART 91: GENERAL AVIATION","","AIR TEN","PIPER","PA30","NO SERIES EXISTS","FINAL","MINOR","TAKEOFF - ABORTED"
"MIA02LA005","N4768Q","152-85061","ACCIDENT","08-OCT-01","NC","PITT-GREENVILLE","PART 91: GENERAL AVIATION","","MIDLANDS AVIATION","CESSNA","152","NO SERIES EXISTS","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"MIA02LA006","N4180V","18513","ACCIDENT","05-OCT-01","SC","","PART 91: GENERAL AVIATION","","VEGA AERO SERVICES","CESSNA","170","UNDESIGNATED SERIES","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"MIA02LA007","N6020J","A1500320","ACCIDENT","12-OCT-01","GA","","PART 91: GENERAL AVIATION","","","CESSNA","A150","L","FINAL","NONE","LANDING"
"MIA02LA008","N919LL","T20608174","ACCIDENT","11-OCT-01","GA","","PART 91: GENERAL AVIATION","","","CESSNA","T206","H","FINAL","MINOR","EMERGENCY DESCENT/LANDING"
"MIA02LA009","N52685","17274580","ACCIDENT","15-OCT-01","TN","MC GHEE TYSON","PART 91: GENERAL AVIATION","","MARASHI AVIATION","CESSNA","172","P","FINAL","NONE","STANDING - ENGINE(S) OPERATING"
"MIA02LA010","N943V","TH-659","ACCIDENT","17-OCT-01","MS","GULFPORT-BILOXI INTL","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","APOLLO AVIATION CO INC","BEECH","58","UNDESIGNATED SERIES","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"MIA02LA012","N93455","152-85495","ACCIDENT","25-OCT-01","FL","MARCO ISLAND","PART 91: GENERAL AVIATION","","NAPLES AIR CENTER","CESSNA","152","NO SERIES EXISTS","FINAL","NONE","LANDING - ROLL"
"MIA02LA013","N24697","M-1424","ACCIDENT","28-OCT-01","GA","ATHENS/BEN EPPS","PART 91: GENERAL AVIATION","","","BEECH","23","C23","FINAL","SERIOUS","TAXI - TO TAKEOFF"
"MIA02LA014","N1173R","06951000","ACCIDENT","28-OCT-01","MS","","PART 91: GENERAL AVIATION","","","RANS","S6","UNDESIGNATED SERIES","FINAL","FATAL","MANEUVERING - TURN TO REVERSE DIRECTION"
"MIA02LA015","N177X","17700482","ACCIDENT","08-NOV-01","FL","GAINESVILLE RGNL","PART 91: GENERAL AVIATION","","","CESSNA","177","UNDESIGNATED SERIES","FINAL","MINOR","EMERGENCY DESCENT/LANDING"
"MIA02LA016","N2642Y","310R1684","ACCIDENT","15-NOV-01","MS","BRUCE CAMPBELL FIELD","PART 91: GENERAL AVIATION","","","CESSNA","T310","R","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"MIA02LA017","N8183P","24-3438","ACCIDENT","16-NOV-01","GA","ATLANTA RGNL FALCON FIELD","PART 91: GENERAL AVIATION","","","PIPER","PA24","250","FINAL","MINOR","EMERGENCY DESCENT/LANDING"
"MIA02LA018","N9754Y","D7145","ACCIDENT","17-NOV-01","FL","","PART 91: GENERAL AVIATION","","","BEECH","35","P35","FINAL","SERIOUS","EMERGENCY LANDING"
"MIA02LA019","N85TT","28-7990348","ACCIDENT","18-NOV-01","FL","DELAND MUNI-SIDNEY H TAYLOR FIELD","PART 91: GENERAL AVIATION","","","PIPER","PA28","181","FINAL","MINOR","TAKEOFF - INITIAL CLIMB"
"MIA02LA020","N6753U","2475","ACCIDENT","18-NOV-01","FL","","PART 91: GENERAL AVIATION","","","MOONEY","M20C","NO SERIES EXISTS","FINAL","NONE",""
"MIA02LA021","N99236","1859","ACCIDENT","18-NOV-01","NC","MOORE COUNTY","PART 91: GENERAL AVIATION","","","ERCOUPE","415","C","FINAL","NONE","EMERGENCY LANDING"
"MIA02LA022","N96AU","096","ACCIDENT","18-NOV-01","AL","ROBBINS FIELD","PART 91: GENERAL AVIATION","","","RANS","S10","NO SERIES EXISTS","FINAL","FATAL","CLIMB"
"MIA02LA023","N277FE","22042","ACCIDENT","20-NOV-01","TN","MEMPHIS INTL","PART 121: AIR CARRIER","NON-SCHEDULED","FEDERAL EXPRESS CORP","BOEING","727","233","FINAL","NONE","APPROACH - INITIAL APPROACH FIX (IAF) TO FINAL APP"
"MIA02LA024","N1385U","17267056","ACCIDENT","20-NOV-01","FL","CRYSTAL RIVER","PART 91: GENERAL AVIATION","","CRYSTAL AERO GROUP INC","CESSNA","172","M","FINAL","NONE","TAXI"
