"NTSB_RPRT_NBR","ACFT_REGIST_NBR","ACFT_SERIAL_NBR","EV_TYPE_DESC","EVENT_LCL_DATE","LOC_STATE_CODE_STD","ARPT_NAME_STD","FLTCNDCT_DESC","OPRTR_SCHED_DESC","OPRTR_NSDC_NAME_STD","ACFT_NSDC_MAKE_STD","ACFT_NSDC_MODEL_STD","ACFT_NSDC_SERIES_STD","REPORT_STATUS","INJURY_DESC","FLIGHT_PHASE_DESC"
"CHI02LA241","N8137S","15061737","ACCIDENT","31-JUL-02","IL","BEN EMGE","PART 91: GENERAL AVIATION","","","CESSNA","150","UNDESIGNATED SERIES","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI02LA242","N98TW","2502","ACCIDENT","10-AUG-02","NE","","PART 91: GENERAL AVIATION","","","","","","FINAL","NONE","CRUISE"
"CHI02LA244","N6658H","19864","ACCIDENT","11-AUG-02","MI","","PART 91: GENERAL AVIATION","","","PIPER","J3C","65","FINAL","FATAL","MANEUVERING"
"CHI02LA245","N8910D","22-6066","ACCIDENT","07-AUG-02","WI","","PART 91: GENERAL AVIATION","","","PIPER","PA22","150","FINAL","MINOR","EMERGENCY LANDING"
"CHI02LA246","N6345W","28-20403","ACCIDENT","10-AUG-02","IL","","PART 91: GENERAL AVIATION","","","PIPER","PA28","140","FINAL","NONE","EMERGENCY LANDING"
"CHI02LA249","N65701","DG-1","ACCIDENT","07-AUG-02","IL","SOUTHERN ILLINOIS","PART 91: GENERAL AVIATION","","","POBEREZNY","ACROSPORT","1","FINAL","MINOR","LANDING - ROLL"
"CHI02LA251","N3UF","21061410","ACCIDENT","10-AUG-02","IL","","PART 91: GENERAL AVIATION","","","CESSNA","210","L","FINAL","NONE","EMERGENCY DESCENT/LANDING"
"CHI02LA252","N83WS","680","ACCIDENT","15-AUG-02","KS","ALLEN COUNTY","PART 91: GENERAL AVIATION","","","LANCAIR","320","NO SERIES EXISTS","FINAL","MINOR","EMERGENCY LANDING"
"CHI02LA254","N189G","146044","ACCIDENT","18-AUG-02","IL","","PART 91: GENERAL AVIATION","","","","","","FINAL","NONE","EMERGENCY DESCENT/LANDING"
"CHI02LA255","N381J","17274183","ACCIDENT","19-AUG-02","WI","","PART 91: GENERAL AVIATION","","","CESSNA","172","P","FINAL","NONE","TAKEOFF - ROLL/RUN"
"CHI02LA256","N51689","1115","ACCIDENT","25-AUG-02","MI","","PART 91: GENERAL AVIATION","","","ENSTROM","280","C","FINAL","SERIOUS","CRUISE"
"CHI02LA257","N9696C","34-7870210","ACCIDENT","25-AUG-02","ND","KENMARE MUNI","PART 91: GENERAL AVIATION","","","PIPER","PA34","200T","FINAL","NONE","LANDING - ROLL"
"CHI02LA258","N336CB","E3431","ACCIDENT","17-AUG-02","KS","","PART 91: GENERAL AVIATION","","","BEECH","36","A36","FINAL","NONE","EMERGENCY LANDING"
"CHI02LA259","N9032K","402B-1105","ACCIDENT","25-AUG-02","IA","CHEROKEE COUNTY RGNL","PART 137: AGRICULTURAL","","BAKKE, JEROME V","AIR TRACTOR","AT402","A","FINAL","SERIOUS","MANEUVERING - AERIAL APPLICATION"
"CHI02LA260","N743JT","S9501-0091","ACCIDENT","25-AUG-02","IL","","PART 91: GENERAL AVIATION","","","SKYSTAR","KITFOX","SERIES5","FINAL","MINOR","DESCENT - NORMAL"
"CHI02LA261","N9274V","690075","ACCIDENT","25-AUG-02","MN","NORTHWEST ANGLE","PART 91: GENERAL AVIATION","","","MOONEY","M20C","NO SERIES EXISTS","FINAL","NONE","TAKEOFF"
"CHI02LA263","N102MH","0519","ACCIDENT","24-AUG-02","IL","","PART 91: GENERAL AVIATION","","","ROBINSON","R22","BETA","FINAL","NONE","APPROACH - VFR PATTERN - DOWNWIND"
"CHI02LA264","N4183N","18280150","ACCIDENT","28-AUG-02","IN","INDIANAPOLIS METROPOLITAN","PART 91: GENERAL AVIATION","","INDIANAPOLIS AVIATION","CESSNA","182","S","FINAL","NONE","TAXI"
"CHI02LA265","N5742F","28-25044","ACCIDENT","30-AUG-02","IN","ELWOOD","PART 91: GENERAL AVIATION","","","PIPER","PA28","140","FINAL","SERIOUS","LANDING - ROLL"
"CHI02LA266","N126CR","649","ACCIDENT","27-AUG-02","MI","IONIA COUNTY","PART 91: GENERAL AVIATION","","","SCHWEIZER","SGS126","E","FINAL","NONE","LANDING - ROLL"
"CHI02LA268","N92PD","0290086","ACCIDENT","03-SEP-02","WI","BLACKHAWK AIRFIELD","PART 91: GENERAL AVIATION","","","RANS","S10","NO SERIES EXISTS","FINAL","FATAL","EMERGENCY LANDING AFTER TAKEOFF"
"CHI02LA271","N48969","15281081","ACCIDENT","04-SEP-02","MN","","PART 91: GENERAL AVIATION","","","CESSNA","152","NO SERIES EXISTS","FINAL","NONE","APPROACH"
"CHI02LA273","N4331N","7078","ACCIDENT","30-AUG-02","IA","SHENANDOAH MUNI","PART 91: GENERAL AVIATION","","","CESSNA","195","UNDESIGNATED SERIES","FINAL","NONE","LANDING - ROLL"
"CHI02LA274","N356RB","1493","ACCIDENT","06-SEP-02","IL","INGERSOLL","PART 91: GENERAL AVIATION","","","MONNETT","SONERAI","2L","FINAL","MINOR","TAKEOFF - INITIAL CLIMB"
"CHI02LA276","N9432J","T18803804T","ACCIDENT","10-SEP-02","MN","OLIVIA RGNL","PART 137: AGRICULTURAL","","WILLMAR AERIAL SPRAYING INC","CESSNA","T188","C","FINAL","NONE","TAKEOFF"
"CHI02LA277","N48417","26B","ACCIDENT","06-SEP-02","MI","","PART 137: AGRICULTURAL","","KEYSTONE AERIAL SPRAYING INC","GRUMMAN","G164","B","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"CHI02LA278","N54LF","81435","ACCIDENT","10-SEP-02","WI","BRODHEAD","PART 91: GENERAL AVIATION","","","VANS","RV8","A","FINAL","MINOR","LANDING"
"CHI02LA280","N54091","17274872","ACCIDENT","15-SEP-02","WI","SYLVANIA","PART 91: GENERAL AVIATION","","","CESSNA","172","P","FINAL","NONE","LANDING - ROLL"
"CHI02LA281","N3989H","4690","ACCIDENT","15-SEP-02","IL","EFFINGHAM COUNTY MEMORIAL","PART 91: GENERAL AVIATION","","","ERCOUPE","415","CD","FINAL","NONE","TAKEOFF"
"CHI02LA282","N4919Q","18802654T","ACCIDENT","09-SEP-02","MO","DEXTER MUNI","PART 137: AGRICULTURAL","","DOUGLASS, RANDAL LAVERNE","CESSNA","A188","B","FINAL","NONE","MANEUVERING - TURN TO REVERSE DIRECTION"
"CHI02LA283","N174BT","174","ACCIDENT","12-SEP-02","KS","","PART 91: GENERAL AVIATION","","","","","","FINAL","SERIOUS","TAKEOFF"
"CHI02LA285","N500EK","1190610D","ACCIDENT","16-SEP-02","NE","","PART 91: GENERAL AVIATION","","","HUGHES","369","D","FINAL","MINOR","CRUISE"
"CHI02LA286","N304MB","01","ACCIDENT","16-SEP-02","IA","WASHINGTON DULLES INTL","PART 91: GENERAL AVIATION","","","SMITH","DSA1","NO SERIES EXISTS","FINAL","SERIOUS","UNKNOWN"
"CHI02LA290","N9598C","1101","ACCIDENT","15-SEP-02","WI","","PART 91: GENERAL AVIATION","","","CHRISTEN","A1","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF"
"CHI02LA291","N784SA","17258780","ACCIDENT","21-SEP-02","MI","BOYNE MOUNTAIN","PART 91: GENERAL AVIATION","","TULIP CITY AVIATION","CESSNA","172","S","FINAL","NONE","LANDING"
"CHI02LA293","N1040S","56-0534","ACCIDENT","24-SEP-02","IA","COUNCIL BLUFFS MUNI","PART 91: GENERAL AVIATION","","IOWA WESTERN COMMUNITY COLLEGE","HUGHES","269A","UNDESIGNATED SERIES","FINAL","NONE","LANDING - ABORTED"
"CHI02LA295","N3510A","17281042","ACCIDENT","26-SEP-02","IL","","PART 91: GENERAL AVIATION","","","CESSNA","172","R","FINAL","NONE","GO-AROUND (VFR)"
"CHI02LA297","N678DJ","735","ACCIDENT","28-SEP-02","MO","CREVE COEUR","PART 91: GENERAL AVIATION","","","","","","FINAL","NONE","LANDING - ROLL"
"CHI02LA298","N50107","L-4984","ACCIDENT","30-SEP-02","MN","LITTLE FALLS/MORRISON COUNTY-LINDBERGH FLD","PART 91: GENERAL AVIATION","","","TAYLORCRAFT","DCO","65","FINAL","MINOR","STANDING - STARTING ENGINE(S)"
"CHI02LA299","N9714W","28-23190","ACCIDENT","29-SEP-02","MN","MOORHEAD MUNI","PART 91: GENERAL AVIATION","","WEST CENTRAL AIRWAYS INC","PIPER","PA28","140","FINAL","SERIOUS","LANDING"
"CHI02TA149","N185NR","18502273","ACCIDENT","01-JUN-02","WI","NECEDAH","PART 91: GENERAL AVIATION","","STATE OF WISCONSIN","CESSNA","A185","F","FINAL","NONE","LANDING - ROLL"
"CHI02TA239","N98MP","680542","ACCIDENT","07-AUG-02","MO","DOWNTOWN","PART 91: GENERAL AVIATION","","MISSOURI STATE HIGHWAY PATROL","HUGHES","369","A","FINAL","SERIOUS","TAKEOFF - INITIAL CLIMB"
"CHI02WA080","","","ACCIDENT","18-FEB-02","","","NON-U.S., NON-COMMERCIAL","","","CESSNA","421","B","FACTUAL","FATAL","TAKEOFF"
"CHI03CA004","N3345Y","18254345","ACCIDENT","05-OCT-02","MN","","PART 91: GENERAL AVIATION","","","CESSNA","182","E","FINAL","NONE","LANDING - ROLL"
"CHI03CA022","N5066M","10366","ACCIDENT","17-NOV-02","MI","","PART 91: GENERAL AVIATION","","","TAYLORCRAFT","BC12","D","FINAL","MINOR","MANEUVERING"
"CHI03FA003","N3279Z","18-7199","ACCIDENT","02-OCT-02","KS","GARDEN CITY RGNL","PART 91: GENERAL AVIATION","","","PIPER","PA18","A","FINAL","FATAL","UNKNOWN"
"CHI03FA014","N681BR","7680","ACCIDENT","24-OCT-02","IL","CHICAGO O'HARE INTL","PART 121: AIR CARRIER","SCHEDULED","ATLANTIC COAST AIRLINES","BOMBARDIER","CL600 2B19","UNDESIGNATED SERIES","FINAL","MINOR","TAXI - TO TAKEOFF"
"CHI03FA018","N6606P","241728","ACCIDENT","04-NOV-02","WI","FOND DU LAC COUNTY","PART 91: GENERAL AVIATION","","AIR FLITE INC","PIPER","PA24","UNDESIGNATED SERIES","FINAL","FATAL","APPROACH"
"CHI03FA025","N559DD","3299","ACCIDENT","20-NOV-02","IL","","PART 91: GENERAL AVIATION","","","ROBINSON","R22","UNDESIGNATED SERIES","FINAL","NONE","CRUISE"
"CHI03FA041","N277PM","208B0143","ACCIDENT","17-DEC-02","IL","CHICAGO/ROCKFORD INTL","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","PLANEMASTERS LTD","CESSNA","208","B","FINAL","FATAL","APPROACH - FINAL APPROACH FIX (FAF)/OUTER MARKER T"
"CHI03FA047","N74AA","23-3288","ACCIDENT","07-JAN-03","IL","","PART 91: GENERAL AVIATION","","","PIPER","PA23","250","FINAL","NONE","CRUISE"
"CHI03FA056","N3194P","45788","ACCIDENT","16-JAN-03","LA","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","AIR LOGISTICS L L C","BELL","206","L1","FINAL","FATAL","APPROACH"
"CHI03FA057","N9523P","0399","ACCIDENT","18-JAN-03","MN","","PART 91: GENERAL AVIATION","","","CIRRUS","SR22","UNDESIGNATED SERIES","FINAL","FATAL","CRUISE"
"CHI03FA060","N109MX","7604","ACCIDENT","28-JAN-03","IL","DUPAGE","PART 91: GENERAL AVIATION","","AIR ANGELS INC","AGUSTA","A109","C","FINAL","FATAL","DESCENT - UNCONTROLLED"
"CHI03FA071","N5898E","17271955","ACCIDENT","14-FEB-03","KS","","PART 91: GENERAL AVIATION","","","CESSNA","172","N","FINAL","FATAL","CRUISE"
"CHI03FA078","N7253Z","E-2279","ACCIDENT","05-MAR-03","IL","SPARTA COMMUNITY-HUNTER FIELD","PART 91: GENERAL AVIATION","","","BEECH","36","A36","FINAL","FATAL","APPROACH"
"CHI03FA080","N201ZM","24-0522","ACCIDENT","09-MAR-03","MI","","PART 91: GENERAL AVIATION","","EAGLE FLIGHT SERVICES","MOONEY","M20J","NO SERIES EXISTS","FINAL","FATAL","CLIMB - TO CRUISE"
"CHI03FA086","N5315D","17272512","ACCIDENT","16-MAR-03","MN","","PART 91: GENERAL AVIATION","","TWIN PORTS FLYING SERVICE","CESSNA","172","N","FINAL","FATAL","CRUISE"
"CHI03FA088","N6211E","18268352","ACCIDENT","22-MAR-03","IA","WHITE PIGEON","PART 91: GENERAL AVIATION","","CIVIL AIR PATROL","CESSNA","182","R","FINAL","FATAL","TAKEOFF - INITIAL CLIMB"
"CHI03FA094","N1636W","E348","ACCIDENT","28-MAR-03","IA","","PART 91: GENERAL AVIATION","","","BEECH","36","A36","FINAL","FATAL","DESCENT - UNCONTROLLED"
"CHI03FA099","N179GA","100","ACCIDENT","08-APR-03","MO","LAMBERT-ST LOUIS INTL","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","GRAND AIRE EXPRESS INC","DASSAULT","MYSTERE FALCON20","C5","FINAL","SERIOUS","APPROACH"
"CHI03FA138","N36DR","31P-7530025","ACCIDENT","25-MAY-03","WI","LAKELAND/NOBLE F. LEE MEMORIAL FIELD","PART 91: GENERAL AVIATION","","","PIPER","PA31P","UNDESIGNATED SERIES","FINAL","FATAL","TAKEOFF"
"CHI03FA141","N630SW","18265516","ACCIDENT","03-JUN-03","SD","","PART 91: GENERAL AVIATION","","","CESSNA","182","Q","FINAL","FATAL","CRUISE"
"CHI03FA149","N975SP","172S8197","ACCIDENT","06-JUN-03","MI","PRICKETT-GROOMS FLD","PART 91: GENERAL AVIATION","","WESTERN SHORE AVIATION INC","CESSNA","172","S","FINAL","FATAL","TAKEOFF - INITIAL CLIMB"
"CHI03FA150","N13474","17262777","ACCIDENT","07-JUN-03","IL","DUPAGE","PART 91: GENERAL AVIATION","","ILLINOIS AVIATION ACADEMY","CESSNA","172","M","FINAL","SERIOUS","TAKEOFF"
"CHI03FA151","N63319","17275421","ACCIDENT","07-JUN-03","WI","SHEBOYGAN COUNTY MEMORIAL","PART 91: GENERAL AVIATION","","WAUSAU FLYING SERVICE","CESSNA","172","P","FINAL","FATAL","UNKNOWN"
"CHI03FA179","N298HS","1149","ACCIDENT","25-JUN-03","MO","","PART 91: GENERAL AVIATION","","","EUROCOPTER","EC120","B","FINAL","FATAL","CRUISE"
"CHI03FA181","N7512P","10046","ACCIDENT","25-JUN-03","IL","","PART 91: GENERAL AVIATION","","BERG AVIATION","ROBINSON","R44","II","FINAL","FATAL","CRUISE"
"CHI03FA202","N10257","15074826","ACCIDENT","08-JUL-03","IL","SCHAUMBURG AIR PARK","PART 91: GENERAL AVIATION","","","CESSNA","150","L","FINAL","FATAL","TAKEOFF - INITIAL CLIMB"
"CHI03FA218","N131MH","3449","ACCIDENT","20-JUL-03","MI","BISHOP INTL","PART 91: GENERAL AVIATION","","MORTON HELICOPTERS","ROBINSON","R22","BETA","FINAL","SERIOUS","TAKEOFF"
"CHI03FA219","N33774","28-75-10061","ACCIDENT","21-JUL-03","MN","JACKSON MUNI","PART 91: GENERAL AVIATION","","","PIPER","PA28","235","FINAL","FATAL","DESCENT"
"CHI03FA234","N9785R","D-6294","ACCIDENT","29-JUL-03","WI","WITTMAN RGNL","PART 91: GENERAL AVIATION","","","BEECH","35","M35","FINAL","NONE","LANDING - ROLL"
"CHI03FA238A","N3602D","822","ACCIDENT","01-AUG-03","WI","WITTMAN REGIONAL","PART 91: GENERAL AVIATION","","","LANCAIR","360","NO SERIES EXISTS","FINAL","NONE","LANDING"
"CHI03FA238B","N66VA","1","ACCIDENT","01-AUG-03","WI","WITTMAN REGIONAL","PART 91: GENERAL AVIATION","","","VANS","RV6","UNDESIGNATED SERIES","FINAL","NONE","TAXI - FROM LANDING"
"CHI03FA239","N1068S","SRII-036","ACCIDENT","02-AUG-03","WI","WITTMAN REGIONAL","PART 91: GENERAL AVIATION","","","","","","FINAL","NONE","TAKEOFF"
"CHI03FA246","N4577T","28-7205187","ACCIDENT","05-AUG-03","MN","","PART 91: GENERAL AVIATION","","","PIPER","PA28","180","FINAL","FATAL","CRUISE"
"CHI03FA251","N2064R","18255264","ACCIDENT","08-AUG-03","KS","BUENA TERRA","PART 91: GENERAL AVIATION","","","CESSNA","182","G","FINAL","FATAL","TAKEOFF"
"CHI03FA259","N41128","51134","ACCIDENT","13-AUG-03","LA","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","PHI INC","BELL","206","L3","FINAL","FATAL","TAKEOFF"
"CHI03FA277","N38CD","3680","ACCIDENT","21-AUG-03","AR","","PART 91: GENERAL AVIATION","","SONGER, HARVEY","BELL","TH13","T","FINAL","SERIOUS","MANEUVERING - AERIAL APPLICATION"
"CHI03FA284A","N53033","172S9258","ACCIDENT","22-AUG-03","MN","","PART 91: GENERAL AVIATION","","WINGS INC","CESSNA","172","S","FINAL","FATAL","CRUISE"
"CHI03FA284B","N38416","28-7790549","ACCIDENT","22-AUG-03","MN","","PART 91: GENERAL AVIATION","","","PIPER","PA28","181","FINAL","FATAL","CRUISE"
"CHI03FA291","N8018J","EA-510","ACCIDENT","01-SEP-03","IN","FORT WAYNE INTERNATIONAL","PART 91: GENERAL AVIATION","","","BEECH","36","B36TC","FINAL","FATAL","APPROACH"
"CHI03FA296","N285V","TJ-118","ACCIDENT","28-AUG-03","MN","GRAND MARAIS/COOK COUNTY","PART 91: GENERAL AVIATION","","QUINTESSENCE AIR SERVICE","BEECH","58","P","FINAL","FATAL","APPROACH"
"CHI03FA301","N4103E","11CC-12","ACCIDENT","07-SEP-03","WI","","PART 91: GENERAL AVIATION","","","AERONCA","11BC","NO SERIES EXISTS","FINAL","FATAL","DESCENT - UNCONTROLLED"
"CHI03FA320","N25787","15280784","ACCIDENT","25-SEP-03","MI","","PART 91: GENERAL AVIATION","","","CESSNA","152","NO SERIES EXISTS","FINAL","FATAL","TAKEOFF"
"CHI03FAMS1","N7091M","55391","ACCIDENT","10-NOV-02","MI","WELKE","PART 91: GENERAL AVIATION","","","CESSNA","175","UNDESIGNATED SERIES","FINAL","FATAL","UNKNOWN"
"CHI03IA027","N804UA","759","INCIDENT","21-NOV-02","IL","CHICAGO O'HARE INTL","PART 121: AIR CARRIER","SCHEDULED","UNITED AIR LINES INC","AIRBUS","A319","131","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI03IA033","N353RK","701435","INCIDENT","05-DEC-02","MO","OMAR N BRADLEY","PUBLIC AIRCRAFT","","","HUGHES","OH6A","NO SERIES EXISTS","FINAL","NONE","CRUISE"
"CHI03IA055","N303TZ","28648","INCIDENT","16-JAN-03","IN","INDIANAPOLIS INTL","PART 121: AIR CARRIER","SCHEDULED","ATA AIRLINES INC","BOEING","737","83N","FINAL","NONE","TAXI - PUSHBACK/TOW"
"CHI03IA066","C-GJCV","20004","INCIDENT","04-FEB-03","KS","","PART 91: GENERAL AVIATION","","","BOMBARDIER","BD100 1A10","NO SERIES EXISTS","FINAL","NONE","TAKEOFF"
"CHI03IA069","N9247L","8152160","INCIDENT","12-FEB-03","KS","RENNER FLD /GOODLAND MUNI/","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","KEY LIME AIR","PIPER","PA31","350","FINAL","NONE","CLIMB - TO CRUISE"
"CHI03IA070","N653BR","7438","INCIDENT","14-FEB-03","IL","CENTRAL IL RGNL ARPT AT BLOOMINGTON-NORMAL","PART 121: AIR CARRIER","SCHEDULED","ATLANTIC COAST AIRLINES","NON STANDARD","","","FINAL","NONE","LANDING - ROLL"
"CHI03IA096","N1114N","208B0406","INCIDENT","18-MAR-03","MI","MBS INTL","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","MID-ATLANTIC FREIGHT CHARTER LLC","CESSNA","208","B","FINAL","MINOR","CRUISE"
"CHI03IA097","N175UA","24382","INCIDENT","01-APR-03","IL","CHICAGO O'HARE INTL","PART 121: AIR CARRIER","SCHEDULED","UNITED AIR LINES INC","BOEING","747","422","FINAL","NONE","CRUISE - NORMAL"
"CHI03IA108","N855JL","31T-8104045","INCIDENT","17-APR-03","IL","CHICAGO EXECUTIVE","PART 91: GENERAL AVIATION","","TRAVEL EXPRESS AVIATION","PIPER","PA31T","1","FINAL","NONE","APPROACH - VFR PATTERN - FINAL APPROACH"
"CHI03IA153","N901SK","UE-90","INCIDENT","07-JUN-03","WI","GENERAL MITCHELL INTL","PART 121: AIR CARRIER","SCHEDULED","SKYWAY AIRLINES","BEECH","1900","D","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"CHI03IA207","N444T","6138","INCIDENT","11-JUL-03","MO","CREVE COEUR","PART 91: GENERAL AVIATION","","","ROTORWAY","EXEC","F","FINAL","NONE","STANDING - ENGINE(S) OPERATING"
"CHI03IA257","N122EJ","650-0122","INCIDENT","09-AUG-03","MO","SPIRIT OF ST LOUIS","PART 91: GENERAL AVIATION","","","CESSNA","650","NO SERIES EXISTS","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"CHI03IA293","N880SF","23024","INCIDENT","19-AUG-03","IL","","PART 91: GENERAL AVIATION","","CORPORATE JETS LLC","BELL","230","NO SERIES EXISTS","FINAL","NONE","CRUISE"
"CHI03IA300","N651EJ","650-0241","INCIDENT","29-AUG-03","SD","RAPID CITY REGIONAL","PART 91: GENERAL AVIATION","","","CESSNA","650","NO SERIES EXISTS","FINAL","NONE","CRUISE - NORMAL"
"CHI03LA001","N22RJ","24-3207","ACCIDENT","01-OCT-02","IL","MERRILL C MEIGS","PART 91: GENERAL AVIATION","","","MOONEY","M20J","NO SERIES EXISTS","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI03LA002","N633KF","633","ACCIDENT","02-OCT-02","MI","BRANCH COUNTY MEMORIAL","PART 91: GENERAL AVIATION","","","DENNEY","KITFOX","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"CHI03LA005","N713SX","17259375","ACCIDENT","05-OCT-02","MN","","PART 91: GENERAL AVIATION","","","CESSNA","172","L","FINAL","NONE","APPROACH"
"CHI03LA006","N1955Z","6365","ACCIDENT","07-OCT-02","MI","","PART 91: GENERAL AVIATION","","","ROTORWAY","EXEC","F","FINAL","NONE","CRUISE"
"CHI03LA007","N21WL","002JM","ACCIDENT","09-OCT-02","MN","FOREST LAKE","PART 91: GENERAL AVIATION","","","EAA","BIPLANE","P1","FINAL","NONE","LANDING"
"CHI03LA008","N8161T","17556861","ACCIDENT","14-OCT-02","MN","LAKE ELMO","PART 91: GENERAL AVIATION","","","CESSNA","175","B","FINAL","MINOR","APPROACH"
"CHI03LA009","N1918N","CADEBJ001","ACCIDENT","11-OCT-02","IN","SCOTTSBURG","PART 91: GENERAL AVIATION","","","","","","FINAL","MINOR","MANEUVERING"
"CHI03LA010","N7XC","1507899","ACCIDENT","21-OCT-02","IL","","PART 91: GENERAL AVIATION","","","CESSNA","150","M","FINAL","SERIOUS","MANEUVERING"
"CHI03LA011","N56655","32-7440012","ACCIDENT","20-OCT-02","MI","CANTON-PLYMOUTH-METTETAL","PART 91: GENERAL AVIATION","","","PIPER","PA32","300","FINAL","NONE","LANDING"
"CHI03LA012","N192MB","1102","ACCIDENT","27-OCT-02","WI","","PART 91: GENERAL AVIATION","","","DENNEY","KITFOX","III","FINAL","NONE","APPROACH - VFR PATTERN - BASE LEG/BASE TO FINAL"
"CHI03LA013","N228DW","","ACCIDENT","18-OCT-02","IA","MISSOURI VALLEY","PART 91: GENERAL AVIATION","","","RANS","S10","NO SERIES EXISTS","FINAL","FATAL","GO-AROUND (VFR)"
"CHI03LA015","N848SP","172S8756","ACCIDENT","29-OCT-02","MN","ST PAUL DOWNTOWN HOLMAN FLD","PART 91: GENERAL AVIATION","","WINGS","CESSNA","172","UNDESIGNATED SERIES","FINAL","NONE","STANDING - PRE-FLIGHT"
"CHI03LA016","N994RV","2743","ACCIDENT","27-OCT-02","WI","LAKE GENEVA AIRE ESTATES","PART 91: GENERAL AVIATION","","","VANS","RV4","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"CHI03LA017","N46459","17257282","ACCIDENT","17-OCT-02","WI","BRENNAND","PART 91: GENERAL AVIATION","","","CESSNA","172","UNDESIGNATED SERIES","FINAL","NONE","TAXI"
"CHI03LA019","N2995v","15076345","ACCIDENT","07-NOV-02","ND","","PART 91: GENERAL AVIATION","","","CESSNA","150","M","FINAL","MINOR","LANDING - FLARE/TOUCHDOWN"
"CHI03LA020","N253R","18260281","ACCIDENT","09-NOV-02","IN","FLYING J","PART 91: GENERAL AVIATION","","","CESSNA","182","N","FINAL","MINOR","TAKEOFF - INITIAL CLIMB"
"CHI03LA021","N2935B","D-3576","ACCIDENT","09-NOV-02","MN","DODGE CENTER","PART 91: GENERAL AVIATION","","","BEECH","35","D35","FINAL","SERIOUS","TAKEOFF - INITIAL CLIMB"
"CHI03LA023","N36315","32R-7887033","ACCIDENT","15-NOV-02","MN","LONGVILLE MUNI","PART 91: GENERAL AVIATION","","","PIPER","PA32RT","300T","FINAL","SERIOUS","TAKEOFF - INITIAL CLIMB"
"CHI03LA024","N4723Z","22-8268","ACCIDENT","23-NOV-02","KS","COFFEYVILLE MUNI","PART 91: GENERAL AVIATION","","","PIPER","PA22","108","FINAL","NONE","LANDING - ROLL"
"CHI03LA026","N94KT","22330","ACCIDENT","19-NOV-02","MO","","PART 91: GENERAL AVIATION","","","VANS","RV6","A","FINAL","MINOR","LANDING"
"CHI03LA028","N241KW","DMO 247","ACCIDENT","23-NOV-02","KS","","PART 91: GENERAL AVIATION","","","","","","FINAL","NONE","CRUISE"
"CHI03LA029","N5985Y","27-3158","ACCIDENT","23-NOV-02","MI","","PART 91: GENERAL AVIATION","","","PIPER","PA23","250","FINAL","NONE","EMERGENCY DESCENT/LANDING"
"CHI03LA030","N4901S","3791","ACCIDENT","28-NOV-02","MO","CUBA MUNI","PART 91: GENERAL AVIATION","","","PIPER","PA22","150","FINAL","MINOR","LANDING"
"CHI03LA031","N324US","273","ACCIDENT","28-NOV-02","MN","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN","PART 121: AIR CARRIER","SCHEDULED","NORTHWEST AIRLINES INC","AIRBUS","A320","211","FINAL","SERIOUS","TAKEOFF - INITIAL CLIMB"
"CHI03LA032","N15723","34-7350136","ACCIDENT","01-DEC-02","IN","CLARK RGNL","PART 91: GENERAL AVIATION","","","PIPER","PA34","200","FINAL","NONE","LANDING - ROLL"
"CHI03LA034","N32039","5670","ACCIDENT","01-OCT-02","MN","OWATONNA DEGNER RGNL","PART 91: GENERAL AVIATION","","","WACO","UPF7","NO SERIES EXISTS","FINAL","NONE","LANDING"
"CHI03LA035","N5321D","17272516","ACCIDENT","04-DEC-02","MI","WEST MICHIGAN RGNL","PART 91: GENERAL AVIATION","","TULIP CITY AIR SERVICE INC","CESSNA","172","N","FINAL","NONE","LANDING"
"CHI03LA036","N114DH","138357","ACCIDENT","10-DEC-02","MN","GLENWOOD MUNI","PART 91: GENERAL AVIATION","","","NORTH AMERICAN","T28","B","FINAL","FATAL","MANEUVERING"
"CHI03LA037","N8469K","108-1469","ACCIDENT","12-DEC-02","MI","WM 'TINY' ZEHNDER FIELD","PART 91: GENERAL AVIATION","","","STINSON","108","1","FINAL","FATAL","UNKNOWN"
"CHI03LA038","N793MA","2843193","ACCIDENT","13-DEC-02","IN","GREENSBURG MUNICIPAL","PART 91: GENERAL AVIATION","","","PIPER","PA28","181","FINAL","MINOR","TAKEOFF - ROLL/RUN"
